permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251113634,2025-11-26,ROOFING,Roofing Project,ROOFING at 1135 21st Ave,1135 21st Ave,Nashville,37201,Brown Holdings,Volunteer State Contractors,N/A,8341,APPROVED,22
NSH251113635,2025-11-10,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 7729 21st Ave,7729 21st Ave,Nashville,37215,Davis Investments,N/A,N/A,1965507,PENDING,7
NSH251113636,2025-11-13,REMODEL,Remodel Project,REMODEL at 9093 Charlotte Ave,9093 Charlotte Ave,Nashville,37212,Williams Ventures,Franklin Construction,(615) 240-2616,266193,ISSUED,35
NSH251113637,2025-11-12,REMODEL,Remodel Project,REMODEL at 6530 Charlotte Ave,6530 Charlotte Ave,Nashville,37208,Anderson Group,Nashville Builders LLC,(615) 368-2813,408612,APPROVED,2
NSH251013638,2025-10-29,MECHANICAL,Mechanical Project,MECHANICAL at 4699 21st Ave,4699 21st Ave,Nashville,37203,Davis Investments,Green Hills Builders,N/A,83821,PENDING,5
NSH251113639,2025-11-20,REMODEL,Remodel Project,REMODEL at 3846 Church St,3846 Church St,Nashville,37212,Davis Investments,N/A,(615) 655-3111,214819,PENDING,34
NSH251113640,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 8846 Franklin Pike,8846 Franklin Pike,Nashville,37201,Johnson Properties,Tennessee Premier Builders,(615) 449-6291,22056,PENDING,19
NSH251113641,2025-11-05,ALTERATION,Alteration Project,ALTERATION at 3948 Broadway,3948 Broadway,Nashville,37212,Williams Ventures,N/A,(615) 439-2043,51348,PENDING,7
NSH251113642,2025-11-20,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5142 Lebanon Pike,5142 Lebanon Pike,Nashville,37201,Johnson Properties,East Nashville Construction,(615) 482-3467,344501,FINAL,7
NSH251113643,2025-11-19,REMODEL,Remodel Project,REMODEL at 3764 Broadway,3764 Broadway,Nashville,37205,Smith Development LLC,Volunteer State Contractors,(615) 441-9252,371317,APPROVED,2
NSH251013644,2025-10-30,PLUMBING,Plumbing Project,PLUMBING at 407 21st Ave,407 21st Ave,Nashville,37212,Brown Holdings,Volunteer State Contractors,N/A,59841,PENDING,21
NSH251113645,2025-11-28,REPAIR,Repair Project,REPAIR at 247 Woodland St,247 Woodland St,Nashville,37206,Miller Construction,Cumberland Construction Co,(615) 804-8861,66694,PENDING,7
NSH251013646,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 9561 Murfreesboro Pike,9561 Murfreesboro Pike,Nashville,37212,Johnson Properties,Tennessee Premier Builders,(615) 546-8522,93986,PENDING,2
NSH251113647,2025-11-18,ELECTRICAL,Electrical Project,ELECTRICAL at 9117 Church St,9117 Church St,Nashville,37208,Wilson Properties,Nashville Home Improvement,N/A,13815,APPROVED,5
NSH251113648,2025-11-04,PLUMBING,Plumbing Project,PLUMBING at 4916 Lebanon Pike,4916 Lebanon Pike,Nashville,37215,Williams Ventures,N/A,(615) 662-7042,83058,FINAL,3
NSH251013649,2025-10-31,RESIDENTIAL,Residential Project,RESIDENTIAL at 6534 Charlotte Ave,6534 Charlotte Ave,Nashville,37205,Anderson Group,N/A,(615) 517-6664,62642,PENDING,6
NSH251113650,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 9359 Nolensville Pike,9359 Nolensville Pike,Nashville,37201,Miller Construction,Franklin Construction,N/A,346919,FINAL,19
NSH251113651,2025-11-09,ADDITION,Addition Project,ADDITION at 7946 Franklin Pike,7946 Franklin Pike,Nashville,37203,Wilson Properties,Franklin Construction,(615) 436-4056,177189,FINAL,22
NSH251113652,2025-11-19,RESIDENTIAL,Residential Project,RESIDENTIAL at 5579 Lebanon Pike,5579 Lebanon Pike,Nashville,37215,Wilson Properties,Nashville Home Improvement,N/A,49068,APPROVED,4
NSH251113653,2025-11-24,ROOFING,Roofing Project,ROOFING at 8544 Dickerson Pike,8544 Dickerson Pike,Nashville,37203,Wilson Properties,Music City Construction,(615) 460-3523,36375,APPROVED,6
NSH251113654,2025-11-09,MECHANICAL,Mechanical Project,MECHANICAL at 9594 Dickerson Pike,9594 Dickerson Pike,Nashville,37212,Anderson Group,East Nashville Construction,(615) 608-6091,20545,APPROVED,34
NSH251113655,2025-11-06,ALTERATION,Alteration Project,ALTERATION at 9745 Broadway,9745 Broadway,Nashville,37208,Brown Holdings,Music City Construction,N/A,93452,APPROVED,19
NSH251013656,2025-10-30,COMMERCIAL,Commercial Project,COMMERCIAL at 9638 Dickerson Pike,9638 Dickerson Pike,Nashville,37215,Wilson Properties,Music City Construction,N/A,480615,ISSUED,6
NSH251113657,2025-11-12,ELECTRICAL,Electrical Project,ELECTRICAL at 5644 Lebanon Pike,5644 Lebanon Pike,Nashville,37209,Davis Investments,Green Hills Builders,(615) 933-3873,17652,PENDING,22
NSH251113658,2025-11-19,REMODEL,Remodel Project,REMODEL at 4659 Murfreesboro Pike,4659 Murfreesboro Pike,Nashville,37203,Anderson Group,N/A,(615) 366-5310,155306,FINAL,34
NSH251113659,2025-11-23,MECHANICAL,Mechanical Project,MECHANICAL at 1590 Nolensville Pike,1590 Nolensville Pike,Nashville,37206,Wilson Properties,N/A,(615) 964-9057,62436,PENDING,2
NSH251013660,2025-10-31,ALTERATION,Alteration Project,ALTERATION at 7853 Church St,7853 Church St,Nashville,37206,Wilson Properties,Brentwood Builders Inc,(615) 742-1043,76488,ISSUED,2
NSH251113661,2025-11-10,RESIDENTIAL,Residential Project,RESIDENTIAL at 5219 Dickerson Pike,5219 Dickerson Pike,Nashville,37206,Davis Investments,N/A,(615) 874-4910,24119,PENDING,2
NSH251113662,2025-11-03,ALTERATION,Alteration Project,ALTERATION at 2346 Hillsboro Pike,2346 Hillsboro Pike,Nashville,37215,Thomas Enterprises,Franklin Construction,(615) 266-4866,59760,APPROVED,3
NSH251113663,2025-11-25,REMODEL,Remodel Project,REMODEL at 4256 Nolensville Pike,4256 Nolensville Pike,Nashville,37209,Smith Development LLC,Brentwood Builders Inc,(615) 646-1525,206445,APPROVED,35
NSH251113664,2025-11-16,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5853 Murfreesboro Pike,5853 Murfreesboro Pike,Nashville,37215,Brown Holdings,Nashville Home Improvement,(615) 919-5014,411142,FINAL,6
NSH251113665,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 6818 Dickerson Pike,6818 Dickerson Pike,Nashville,37212,Anderson Group,Nashville Builders LLC,(615) 507-5073,617355,ISSUED,22
NSH251013666,2025-10-31,DEMOLITION,Demolition Project,DEMOLITION at 6477 Lebanon Pike,6477 Lebanon Pike,Nashville,37203,Wilson Properties,Brentwood Builders Inc,N/A,85642,FINAL,21
NSH251113667,2025-11-05,ELECTRICAL,Electrical Project,ELECTRICAL at 6450 Lebanon Pike,6450 Lebanon Pike,Nashville,37208,Johnson Properties,Brentwood Builders Inc,N/A,96099,APPROVED,3
NSH251113668,2025-11-03,REPAIR,Repair Project,REPAIR at 2992 Dickerson Pike,2992 Dickerson Pike,Nashville,37211,Davis Investments,Nashville Builders LLC,N/A,69107,FINAL,33
NSH251113669,2025-11-13,ROOFING,Roofing Project,ROOFING at 8489 Lebanon Pike,8489 Lebanon Pike,Nashville,37212,Brown Holdings,East Nashville Construction,(615) 814-6125,51090,ISSUED,34
NSH251113670,2025-11-20,REMODEL,Remodel Project,REMODEL at 3345 Lebanon Pike,3345 Lebanon Pike,Nashville,37203,Wilson Properties,Music City Construction,N/A,484592,PENDING,2
NSH251113671,2025-11-01,REMODEL,Remodel Project,REMODEL at 7726 Dickerson Pike,7726 Dickerson Pike,Nashville,37205,Davis Investments,Green Hills Builders,(615) 874-2548,142592,APPROVED,3
NSH251113672,2025-11-25,ALTERATION,Alteration Project,ALTERATION at 3167 Nolensville Pike,3167 Nolensville Pike,Nashville,37209,Brown Holdings,N/A,(615) 817-6624,99141,ISSUED,21
NSH251113673,2025-11-28,ALTERATION,Alteration Project,ALTERATION at 5662 Nolensville Pike,5662 Nolensville Pike,Nashville,37206,Davis Investments,Brentwood Builders Inc,(615) 285-1922,85340,ISSUED,20
NSH251113674,2025-11-08,ALTERATION,Alteration Project,ALTERATION at 2892 Franklin Pike,2892 Franklin Pike,Nashville,37211,Johnson Properties,Green Hills Builders,(615) 246-5609,38725,FINAL,21
NSH251013675,2025-10-31,RESIDENTIAL,Residential Project,RESIDENTIAL at 7362 West End Ave,7362 West End Ave,Nashville,37208,Wilson Properties,Nashville Builders LLC,(615) 490-2176,44859,PENDING,4
NSH251113676,2025-11-14,ELECTRICAL,Electrical Project,ELECTRICAL at 6900 Lebanon Pike,6900 Lebanon Pike,Nashville,37212,Wilson Properties,Volunteer State Contractors,N/A,93357,FINAL,20
NSH251113677,2025-11-22,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9982 Church St,9982 Church St,Nashville,37211,Davis Investments,Tennessee Premier Builders,(615) 987-8922,1156882,FINAL,7
NSH251013678,2025-10-31,REMODEL,Remodel Project,REMODEL at 9396 Murfreesboro Pike,9396 Murfreesboro Pike,Nashville,37215,Smith Development LLC,East Nashville Construction,(615) 514-5048,136259,APPROVED,34
NSH251113679,2025-11-05,RESIDENTIAL,Residential Project,RESIDENTIAL at 203 Dickerson Pike,203 Dickerson Pike,Nashville,37211,Miller Construction,N/A,(615) 636-7847,89058,APPROVED,1
NSH251113680,2025-11-21,MECHANICAL,Mechanical Project,MECHANICAL at 3769 Lebanon Pike,3769 Lebanon Pike,Nashville,37206,Martinez LLC,Cumberland Construction Co,N/A,52114,FINAL,6
NSH251113681,2025-11-03,ADDITION,Addition Project,ADDITION at 6179 21st Ave,6179 21st Ave,Nashville,37215,Anderson Group,Brentwood Builders Inc,N/A,129321,FINAL,19
NSH251113682,2025-11-28,DEMOLITION,Demolition Project,DEMOLITION at 3064 21st Ave,3064 21st Ave,Nashville,37209,Brown Holdings,Cumberland Construction Co,(615) 942-6547,82092,FINAL,4
NSH251113683,2025-11-20,DEMOLITION,Demolition Project,DEMOLITION at 8827 Hillsboro Pike,8827 Hillsboro Pike,Nashville,37204,Thomas Enterprises,N/A,(615) 811-2026,69152,APPROVED,20
NSH251113684,2025-11-26,ADDITION,Addition Project,ADDITION at 1196 Lebanon Pike,1196 Lebanon Pike,Nashville,37205,Brown Holdings,Green Hills Builders,N/A,241749,APPROVED,6
NSH251113685,2025-11-28,REMODEL,Remodel Project,REMODEL at 7427 Nolensville Pike,7427 Nolensville Pike,Nashville,37205,Thomas Enterprises,Volunteer State Contractors,(615) 455-2753,318538,FINAL,21
NSH251113686,2025-11-17,REPAIR,Repair Project,REPAIR at 5864 Hillsboro Pike,5864 Hillsboro Pike,Nashville,37209,Davis Investments,N/A,(615) 774-1559,77590,APPROVED,20
NSH251113687,2025-11-27,RESIDENTIAL,Residential Project,RESIDENTIAL at 9834 Church St,9834 Church St,Nashville,37211,Brown Holdings,N/A,(615) 430-6135,54032,ISSUED,2
NSH251113688,2025-11-13,REMODEL,Remodel Project,REMODEL at 7228 Broadway,7228 Broadway,Nashville,37203,Anderson Group,Franklin Construction,(615) 927-6438,163578,FINAL,20
NSH251113689,2025-11-19,ALTERATION,Alteration Project,ALTERATION at 5213 Murfreesboro Pike,5213 Murfreesboro Pike,Nashville,37206,Davis Investments,Brentwood Builders Inc,N/A,66086,FINAL,20
NSH251113690,2025-11-10,PLUMBING,Plumbing Project,PLUMBING at 6140 Franklin Pike,6140 Franklin Pike,Nashville,37208,Martinez LLC,Franklin Construction,(615) 342-5641,27716,ISSUED,34
NSH251113691,2025-11-06,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1305 Woodland St,1305 Woodland St,Nashville,37206,Thomas Enterprises,Cumberland Construction Co,(615) 576-5806,1480999,PENDING,1
NSH251113692,2025-11-27,ROOFING,Roofing Project,ROOFING at 6063 Hillsboro Pike,6063 Hillsboro Pike,Nashville,37206,Anderson Group,Nashville Builders LLC,(615) 607-2818,35381,ISSUED,4
NSH251013693,2025-10-30,ROOFING,Roofing Project,ROOFING at 6808 Dickerson Pike,6808 Dickerson Pike,Nashville,37212,Williams Ventures,Nashville Home Improvement,(615) 885-3345,65059,ISSUED,1
NSH251113694,2025-11-21,DEMOLITION,Demolition Project,DEMOLITION at 5018 Dickerson Pike,5018 Dickerson Pike,Nashville,37212,Anderson Group,Tennessee Premier Builders,(615) 864-8442,48914,FINAL,7
NSH251113695,2025-11-17,REMODEL,Remodel Project,REMODEL at 9068 Church St,9068 Church St,Nashville,37212,Davis Investments,Volunteer State Contractors,(615) 504-8141,104784,APPROVED,33
NSH251013696,2025-10-31,ALTERATION,Alteration Project,ALTERATION at 7795 Lebanon Pike,7795 Lebanon Pike,Nashville,37211,Brown Holdings,N/A,(615) 816-6965,72811,APPROVED,33
NSH251113697,2025-11-15,PLUMBING,Plumbing Project,PLUMBING at 880 Charlotte Ave,880 Charlotte Ave,Nashville,37203,Miller Construction,Franklin Construction,(615) 805-8916,49068,APPROVED,3
NSH251113698,2025-11-27,REMODEL,Remodel Project,REMODEL at 2792 21st Ave,2792 21st Ave,Nashville,37212,Smith Development LLC,Tennessee Premier Builders,N/A,203437,APPROVED,21
NSH251113699,2025-11-07,REPAIR,Repair Project,REPAIR at 8560 21st Ave,8560 21st Ave,Nashville,37208,Anderson Group,East Nashville Construction,(615) 498-3740,27248,APPROVED,20
NSH251113700,2025-11-05,MECHANICAL,Mechanical Project,MECHANICAL at 8181 Nolensville Pike,8181 Nolensville Pike,Nashville,37205,Brown Holdings,Franklin Construction,(615) 849-6897,52583,FINAL,4
NSH251113701,2025-11-02,ADDITION,Addition Project,ADDITION at 5227 West End Ave,5227 West End Ave,Nashville,37215,Wilson Properties,Cumberland Construction Co,(615) 935-6942,419249,FINAL,22
NSH251013702,2025-10-31,MECHANICAL,Mechanical Project,MECHANICAL at 2360 Charlotte Ave,2360 Charlotte Ave,Nashville,37204,Martinez LLC,Tennessee Premier Builders,(615) 777-6019,23132,APPROVED,20
NSH251113703,2025-11-16,REPAIR,Repair Project,REPAIR at 3960 Franklin Pike,3960 Franklin Pike,Nashville,37209,Thomas Enterprises,Brentwood Builders Inc,(615) 976-7077,92202,PENDING,34
NSH251113704,2025-11-07,DEMOLITION,Demolition Project,DEMOLITION at 652 Murfreesboro Pike,652 Murfreesboro Pike,Nashville,37209,Davis Investments,Franklin Construction,N/A,15076,ISSUED,3
NSH251113705,2025-11-18,ELECTRICAL,Electrical Project,ELECTRICAL at 224 Hillsboro Pike,224 Hillsboro Pike,Nashville,37209,Brown Holdings,Volunteer State Contractors,(615) 620-9686,21747,APPROVED,3
NSH251113706,2025-11-21,ROOFING,Roofing Project,ROOFING at 3944 21st Ave,3944 21st Ave,Nashville,37204,Wilson Properties,East Nashville Construction,N/A,97256,FINAL,33
NSH251113707,2025-11-03,REMODEL,Remodel Project,REMODEL at 2544 West End Ave,2544 West End Ave,Nashville,37203,Smith Development LLC,Nashville Builders LLC,N/A,322925,PENDING,2
NSH251113708,2025-11-01,ADDITION,Addition Project,ADDITION at 3839 Lebanon Pike,3839 Lebanon Pike,Nashville,37208,Johnson Properties,Franklin Construction,N/A,120542,PENDING,22
NSH251113709,2025-11-03,ALTERATION,Alteration Project,ALTERATION at 3192 Murfreesboro Pike,3192 Murfreesboro Pike,Nashville,37205,Martinez LLC,Nashville Home Improvement,N/A,34462,FINAL,19
NSH251113710,2025-11-21,REPAIR,Repair Project,REPAIR at 3045 Nolensville Pike,3045 Nolensville Pike,Nashville,37204,Wilson Properties,Brentwood Builders Inc,(615) 953-5498,53629,ISSUED,3
NSH251113711,2025-11-03,DEMOLITION,Demolition Project,DEMOLITION at 2965 Franklin Pike,2965 Franklin Pike,Nashville,37203,Thomas Enterprises,Volunteer State Contractors,(615) 463-3559,6412,FINAL,3
NSH251113712,2025-11-05,RESIDENTIAL,Residential Project,RESIDENTIAL at 147 Franklin Pike,147 Franklin Pike,Nashville,37211,Wilson Properties,Cumberland Construction Co,(615) 292-6662,24946,FINAL,22
NSH251113713,2025-11-01,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 599 Charlotte Ave,599 Charlotte Ave,Nashville,37212,Martinez LLC,N/A,(615) 953-8094,540276,FINAL,19
NSH251113714,2025-11-14,ELECTRICAL,Electrical Project,ELECTRICAL at 4715 21st Ave,4715 21st Ave,Nashville,37215,Smith Development LLC,Music City Construction,(615) 779-1048,61594,ISSUED,3
NSH251013715,2025-10-31,REMODEL,Remodel Project,REMODEL at 8322 West End Ave,8322 West End Ave,Nashville,37211,Thomas Enterprises,Nashville Home Improvement,N/A,384506,APPROVED,5
NSH251113716,2025-11-28,COMMERCIAL,Commercial Project,COMMERCIAL at 2908 Charlotte Ave,2908 Charlotte Ave,Nashville,37215,Smith Development LLC,Tennessee Premier Builders,(615) 758-8276,1080412,APPROVED,19
NSH251113717,2025-11-12,REPAIR,Repair Project,REPAIR at 5139 21st Ave,5139 21st Ave,Nashville,37211,Martinez LLC,Nashville Builders LLC,(615) 904-7178,38172,PENDING,6
NSH251113718,2025-11-07,REMODEL,Remodel Project,REMODEL at 7790 21st Ave,7790 21st Ave,Nashville,37201,Davis Investments,Cumberland Construction Co,(615) 725-5748,286423,APPROVED,34
NSH251113719,2025-11-23,DEMOLITION,Demolition Project,DEMOLITION at 5698 Hillsboro Pike,5698 Hillsboro Pike,Nashville,37212,Johnson Properties,N/A,(615) 320-4075,6336,PENDING,4
NSH251113720,2025-11-08,RESIDENTIAL,Residential Project,RESIDENTIAL at 2710 Lebanon Pike,2710 Lebanon Pike,Nashville,37203,Wilson Properties,Music City Construction,N/A,74617,APPROVED,3
NSH251113721,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 4035 Woodland St,4035 Woodland St,Nashville,37215,Williams Ventures,Franklin Construction,(615) 920-9503,86687,APPROVED,6
NSH251113722,2025-11-20,ROOFING,Roofing Project,ROOFING at 7492 Franklin Pike,7492 Franklin Pike,Nashville,37203,Thomas Enterprises,East Nashville Construction,N/A,88598,PENDING,21
NSH251113723,2025-11-16,COMMERCIAL,Commercial Project,COMMERCIAL at 299 Dickerson Pike,299 Dickerson Pike,Nashville,37212,Miller Construction,Brentwood Builders Inc,N/A,280940,FINAL,34
NSH251113724,2025-11-22,RESIDENTIAL,Residential Project,RESIDENTIAL at 9182 Hillsboro Pike,9182 Hillsboro Pike,Nashville,37204,Anderson Group,Nashville Home Improvement,(615) 894-4495,18403,PENDING,19
NSH251013725,2025-10-29,ROOFING,Roofing Project,ROOFING at 8912 Church St,8912 Church St,Nashville,37201,Brown Holdings,Tennessee Premier Builders,(615) 568-7310,12542,FINAL,35
NSH251113726,2025-11-16,MECHANICAL,Mechanical Project,MECHANICAL at 816 Charlotte Ave,816 Charlotte Ave,Nashville,37206,Thomas Enterprises,N/A,(615) 477-2167,71746,ISSUED,3
NSH251013727,2025-10-29,PLUMBING,Plumbing Project,PLUMBING at 2207 Lebanon Pike,2207 Lebanon Pike,Nashville,37201,Wilson Properties,Nashville Builders LLC,N/A,46339,ISSUED,20
NSH251113728,2025-11-18,REPAIR,Repair Project,REPAIR at 7674 Franklin Pike,7674 Franklin Pike,Nashville,37205,Anderson Group,Music City Construction,(615) 556-3706,82401,ISSUED,33
NSH251013729,2025-10-29,REMODEL,Remodel Project,REMODEL at 6578 West End Ave,6578 West End Ave,Nashville,37208,Wilson Properties,Nashville Builders LLC,(615) 444-3113,490234,FINAL,1
NSH251113730,2025-11-22,ALTERATION,Alteration Project,ALTERATION at 9415 Church St,9415 Church St,Nashville,37205,Brown Holdings,Music City Construction,(615) 323-5429,6408,PENDING,19
NSH251113731,2025-11-06,COMMERCIAL,Commercial Project,COMMERCIAL at 3799 West End Ave,3799 West End Ave,Nashville,37203,Smith Development LLC,Volunteer State Contractors,(615) 417-5170,1359179,ISSUED,21
NSH251113732,2025-11-05,PLUMBING,Plumbing Project,PLUMBING at 3627 Church St,3627 Church St,Nashville,37208,Davis Investments,N/A,(615) 857-2712,62827,FINAL,5
NSH251113733,2025-11-11,RESIDENTIAL,Residential Project,RESIDENTIAL at 8657 Nolensville Pike,8657 Nolensville Pike,Nashville,37204,Anderson Group,Music City Construction,(615) 975-7676,54699,APPROVED,2
NSH251013734,2025-10-30,REMODEL,Remodel Project,REMODEL at 802 Nolensville Pike,802 Nolensville Pike,Nashville,37209,Davis Investments,Nashville Builders LLC,(615) 638-5377,345940,APPROVED,4
NSH251113735,2025-11-03,ADDITION,Addition Project,ADDITION at 4588 Lebanon Pike,4588 Lebanon Pike,Nashville,37208,Smith Development LLC,Nashville Builders LLC,(615) 477-2019,68062,PENDING,22
NSH251113736,2025-11-12,RESIDENTIAL,Residential Project,RESIDENTIAL at 3408 Church St,3408 Church St,Nashville,37211,Davis Investments,N/A,(615) 670-5397,34196,APPROVED,2
NSH251113737,2025-11-01,ELECTRICAL,Electrical Project,ELECTRICAL at 3473 Franklin Pike,3473 Franklin Pike,Nashville,37204,Miller Construction,Nashville Builders LLC,(615) 733-1340,85046,APPROVED,4
NSH251113738,2025-11-21,REMODEL,Remodel Project,REMODEL at 8231 Hillsboro Pike,8231 Hillsboro Pike,Nashville,37205,Williams Ventures,Nashville Home Improvement,(615) 677-9957,265940,FINAL,4
NSH251113739,2025-11-04,ALTERATION,Alteration Project,ALTERATION at 2900 Church St,2900 Church St,Nashville,37205,Johnson Properties,Nashville Builders LLC,(615) 826-4640,40965,FINAL,35
NSH251113740,2025-11-12,RESIDENTIAL,Residential Project,RESIDENTIAL at 6063 Murfreesboro Pike,6063 Murfreesboro Pike,Nashville,37209,Brown Holdings,East Nashville Construction,N/A,55077,PENDING,7
NSH251113741,2025-11-08,ALTERATION,Alteration Project,ALTERATION at 6282 Charlotte Ave,6282 Charlotte Ave,Nashville,37215,Williams Ventures,Tennessee Premier Builders,N/A,54011,FINAL,22
NSH251013742,2025-10-30,RESIDENTIAL,Residential Project,RESIDENTIAL at 8848 Nolensville Pike,8848 Nolensville Pike,Nashville,37206,Wilson Properties,Nashville Home Improvement,N/A,29954,PENDING,6
NSH251113743,2025-11-05,REPAIR,Repair Project,REPAIR at 7268 Broadway,7268 Broadway,Nashville,37208,Smith Development LLC,Green Hills Builders,(615) 871-9658,65036,FINAL,3
NSH251113744,2025-11-10,DEMOLITION,Demolition Project,DEMOLITION at 8734 West End Ave,8734 West End Ave,Nashville,37206,Williams Ventures,Franklin Construction,N/A,86261,APPROVED,33
NSH251113745,2025-11-19,REMODEL,Remodel Project,REMODEL at 4142 Hillsboro Pike,4142 Hillsboro Pike,Nashville,37211,Miller Construction,Cumberland Construction Co,(615) 564-1887,415220,ISSUED,35
NSH251113746,2025-11-20,COMMERCIAL,Commercial Project,COMMERCIAL at 570 West End Ave,570 West End Ave,Nashville,37206,Anderson Group,Tennessee Premier Builders,(615) 698-9843,1066724,ISSUED,4
NSH251113747,2025-11-17,ELECTRICAL,Electrical Project,ELECTRICAL at 5422 Franklin Pike,5422 Franklin Pike,Nashville,37204,Martinez LLC,Music City Construction,(615) 511-8655,41687,ISSUED,7
NSH251113748,2025-11-06,ALTERATION,Alteration Project,ALTERATION at 4946 21st Ave,4946 21st Ave,Nashville,37208,Thomas Enterprises,East Nashville Construction,N/A,9784,APPROVED,19
NSH251113749,2025-11-05,COMMERCIAL,Commercial Project,COMMERCIAL at 8218 Woodland St,8218 Woodland St,Nashville,37201,Miller Construction,Nashville Home Improvement,(615) 945-6036,1811830,FINAL,34
NSH251113750,2025-11-05,DEMOLITION,Demolition Project,DEMOLITION at 2155 Murfreesboro Pike,2155 Murfreesboro Pike,Nashville,37204,Thomas Enterprises,N/A,(615) 485-4205,12279,PENDING,34
NSH251113751,2025-11-14,PLUMBING,Plumbing Project,PLUMBING at 5400 Woodland St,5400 Woodland St,Nashville,37204,Brown Holdings,East Nashville Construction,(615) 962-6508,95578,ISSUED,1
NSH251113752,2025-11-21,ROOFING,Roofing Project,ROOFING at 4870 Broadway,4870 Broadway,Nashville,37212,Johnson Properties,Green Hills Builders,(615) 744-8129,38098,FINAL,4
NSH251113753,2025-11-26,COMMERCIAL,Commercial Project,COMMERCIAL at 5063 Nolensville Pike,5063 Nolensville Pike,Nashville,37209,Wilson Properties,N/A,(615) 359-2474,1891531,APPROVED,21
NSH251113754,2025-11-28,MECHANICAL,Mechanical Project,MECHANICAL at 2680 Charlotte Ave,2680 Charlotte Ave,Nashville,37209,Johnson Properties,N/A,(615) 375-9534,15136,PENDING,7
NSH251113755,2025-11-13,DEMOLITION,Demolition Project,DEMOLITION at 7090 Lebanon Pike,7090 Lebanon Pike,Nashville,37209,Anderson Group,Nashville Home Improvement,(615) 560-9605,92704,ISSUED,34
NSH251013756,2025-10-31,RESIDENTIAL,Residential Project,RESIDENTIAL at 2157 Broadway,2157 Broadway,Nashville,37204,Thomas Enterprises,Tennessee Premier Builders,(615) 438-1011,43557,PENDING,6
NSH251113757,2025-11-17,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 2941 Franklin Pike,2941 Franklin Pike,Nashville,37206,Thomas Enterprises,Music City Construction,N/A,575352,APPROVED,1
NSH251113758,2025-11-28,ELECTRICAL,Electrical Project,ELECTRICAL at 7418 Dickerson Pike,7418 Dickerson Pike,Nashville,37206,Smith Development LLC,N/A,(615) 803-6540,83842,APPROVED,7
NSH251113759,2025-11-05,ALTERATION,Alteration Project,ALTERATION at 3827 Church St,3827 Church St,Nashville,37212,Brown Holdings,Cumberland Construction Co,(615) 515-3509,23381,FINAL,1
NSH251113760,2025-11-18,ALTERATION,Alteration Project,ALTERATION at 4015 Lebanon Pike,4015 Lebanon Pike,Nashville,37211,Smith Development LLC,Nashville Builders LLC,(615) 582-2751,70214,PENDING,1
NSH251113761,2025-11-13,DEMOLITION,Demolition Project,DEMOLITION at 6311 Woodland St,6311 Woodland St,Nashville,37203,Anderson Group,N/A,N/A,93713,ISSUED,19
NSH251013762,2025-10-30,REMODEL,Remodel Project,REMODEL at 3694 Dickerson Pike,3694 Dickerson Pike,Nashville,37212,Williams Ventures,Volunteer State Contractors,(615) 419-7589,120988,APPROVED,1
NSH251113763,2025-11-12,ALTERATION,Alteration Project,ALTERATION at 4954 Murfreesboro Pike,4954 Murfreesboro Pike,Nashville,37203,Miller Construction,Volunteer State Contractors,(615) 442-4330,83395,PENDING,1
NSH251113764,2025-11-08,COMMERCIAL,Commercial Project,COMMERCIAL at 4547 21st Ave,4547 21st Ave,Nashville,37205,Martinez LLC,Brentwood Builders Inc,(615) 548-5706,1777538,APPROVED,21
NSH251113765,2025-11-23,ADDITION,Addition Project,ADDITION at 6102 West End Ave,6102 West End Ave,Nashville,37201,Wilson Properties,Franklin Construction,N/A,278798,PENDING,33
NSH251013766,2025-10-29,RESIDENTIAL,Residential Project,RESIDENTIAL at 999 Charlotte Ave,999 Charlotte Ave,Nashville,37205,Martinez LLC,Franklin Construction,(615) 476-8288,6190,PENDING,7
NSH251113767,2025-11-05,MECHANICAL,Mechanical Project,MECHANICAL at 637 21st Ave,637 21st Ave,Nashville,37212,Smith Development LLC,Cumberland Construction Co,N/A,5746,APPROVED,35
NSH251113768,2025-11-17,ROOFING,Roofing Project,ROOFING at 529 West End Ave,529 West End Ave,Nashville,37209,Williams Ventures,Nashville Home Improvement,N/A,73218,ISSUED,7
NSH251113769,2025-11-01,PLUMBING,Plumbing Project,PLUMBING at 3820 Church St,3820 Church St,Nashville,37201,Miller Construction,Nashville Builders LLC,(615) 652-6476,99866,PENDING,5
