permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
SA25114730,2025-11-11,REPAIR,San Antonio Project 3731,Construction work at 6764 Broadway,7968 Houston St,San Antonio,78212,San Antonio Property Owner 3731,San Antonio Builders LLC 1,(210) 591-2848,297813,ISSUED,District 1
SA25114731,2025-11-13,PLUMBING,San Antonio Project 3732,Construction work at 6936 Commerce St,3931 Commerce St,San Antonio,78258,San Antonio Property Owner 3732,San Antonio Builders LLC 2,(210) 223-3402,409942,PENDING,District 9
SA25114732,2025-11-23,ELECTRICAL,San Antonio Project 3733,Construction work at 3113 Houston St,2032 Commerce St,San Antonio,78230,San Antonio Property Owner 3733,San Antonio Builders LLC 3,(210) 921-6217,197369,APPROVED,District 8
SA25114733,2025-11-15,ADDITION,San Antonio Project 3734,Construction work at 7149 San Pedro Ave,9133 Main St,San Antonio,78230,San Antonio Property Owner 3734,San Antonio Builders LLC 4,(210) 785-2602,204479,APPROVED,District 6
SA25114734,2025-11-06,REPAIR,San Antonio Project 3735,Construction work at 1008 San Pedro Ave,519 San Pedro Ave,San Antonio,78274,San Antonio Property Owner 3735,San Antonio Builders LLC 5,(210) 244-5807,408907,PENDING,District 3
SA25114735,2025-11-27,ELECTRICAL,San Antonio Project 3736,Construction work at 4132 Commerce St,7944 Commerce St,San Antonio,78240,San Antonio Property Owner 3736,San Antonio Builders LLC 6,(210) 327-8617,363650,ISSUED,District 6
SA25114736,2025-11-12,REMODEL,San Antonio Project 3737,Construction work at 359 Commerce St,1545 Commerce St,San Antonio,78252,San Antonio Property Owner 3737,San Antonio Builders LLC 7,(210) 480-5366,285618,ISSUED,District 1
SA25114737,2025-11-12,ADDITION,San Antonio Project 3738,Construction work at 6509 Broadway,8167 Commerce St,San Antonio,78227,San Antonio Property Owner 3738,San Antonio Builders LLC 8,(210) 424-8093,470651,ISSUED,District 7
SA25114738,2025-11-06,ADDITION,San Antonio Project 3739,Construction work at 4011 Commerce St,4409 Houston St,San Antonio,78265,San Antonio Property Owner 3739,San Antonio Builders LLC 9,(210) 521-8259,71439,APPROVED,District 7
SA25114739,2025-11-27,PLUMBING,San Antonio Project 3740,Construction work at 5561 Main St,3630 Commerce St,San Antonio,78259,San Antonio Property Owner 3740,San Antonio Builders LLC 10,(210) 792-5408,308322,PENDING,District 2
SA25114740,2025-11-16,REPAIR,San Antonio Project 3741,Construction work at 6147 Commerce St,6466 Broadway,San Antonio,78247,San Antonio Property Owner 3741,San Antonio Builders LLC 1,(210) 658-3338,370070,FINALED,District 10
SA25114741,2025-11-08,REMODEL,San Antonio Project 3742,Construction work at 1754 Broadway,3909 Houston St,San Antonio,78251,San Antonio Property Owner 3742,San Antonio Builders LLC 2,(210) 780-8037,211819,ISSUED,District 2
SA25114742,2025-11-02,ADDITION,San Antonio Project 3743,Construction work at 3483 San Pedro Ave,5106 Houston St,San Antonio,78294,San Antonio Property Owner 3743,San Antonio Builders LLC 3,(210) 793-4854,64515,FINALED,District 6
SA25114743,2025-11-25,ADDITION,San Antonio Project 3744,Construction work at 6484 Houston St,1600 Main St,San Antonio,78226,San Antonio Property Owner 3744,San Antonio Builders LLC 4,(210) 274-6513,51320,APPROVED,District 9
SA25114744,2025-11-26,NEW CONSTRUCTION,San Antonio Project 3745,Construction work at 310 Broadway,124 Main St,San Antonio,78217,San Antonio Property Owner 3745,San Antonio Builders LLC 5,(210) 458-2588,183483,FINALED,District 4
SA25114745,2025-11-26,NEW CONSTRUCTION,San Antonio Project 3746,Construction work at 3061 San Pedro Ave,3598 Commerce St,San Antonio,78216,San Antonio Property Owner 3746,San Antonio Builders LLC 6,(210) 998-3252,300711,FINALED,District 3
SA25114746,2025-10-30,PLUMBING,San Antonio Project 3747,Construction work at 464 Main St,8457 San Pedro Ave,San Antonio,78218,San Antonio Property Owner 3747,San Antonio Builders LLC 7,(210) 224-3532,423396,PENDING,District 6
SA25114747,2025-11-11,ADDITION,San Antonio Project 3748,Construction work at 3491 Commerce St,3919 Broadway,San Antonio,78264,San Antonio Property Owner 3748,San Antonio Builders LLC 8,(210) 919-5978,373382,PENDING,District 1
SA25114748,2025-11-07,REMODEL,San Antonio Project 3749,Construction work at 5478 Broadway,3397 Broadway,San Antonio,78228,San Antonio Property Owner 3749,San Antonio Builders LLC 9,(210) 411-6657,64903,ISSUED,District 5
SA25114749,2025-11-18,REPAIR,San Antonio Project 3750,Construction work at 6603 Main St,3552 Broadway,San Antonio,78287,San Antonio Property Owner 3750,San Antonio Builders LLC 10,(210) 507-9536,110206,PENDING,District 9
SA25114750,2025-11-06,ELECTRICAL,San Antonio Project 3751,Construction work at 6143 Houston St,1251 Commerce St,San Antonio,78258,San Antonio Property Owner 3751,San Antonio Builders LLC 1,(210) 701-8852,319903,ISSUED,District 6
SA25114751,2025-11-05,PLUMBING,San Antonio Project 3752,Construction work at 8007 Main St,9261 Broadway,San Antonio,78215,San Antonio Property Owner 3752,San Antonio Builders LLC 2,(210) 402-6002,473918,PENDING,District 9
SA25114752,2025-11-09,PLUMBING,San Antonio Project 3753,Construction work at 9887 Broadway,1283 Houston St,San Antonio,78218,San Antonio Property Owner 3753,San Antonio Builders LLC 3,(210) 962-5654,455449,PENDING,District 3
SA25114753,2025-11-21,NEW CONSTRUCTION,San Antonio Project 3754,Construction work at 1752 Broadway,2204 Commerce St,San Antonio,78243,San Antonio Property Owner 3754,San Antonio Builders LLC 4,(210) 284-7149,105281,ISSUED,District 2
SA25114754,2025-11-03,REMODEL,San Antonio Project 3755,Construction work at 6607 Commerce St,8667 Broadway,San Antonio,78277,San Antonio Property Owner 3755,San Antonio Builders LLC 5,(210) 338-5981,257477,PENDING,District 8
SA25114755,2025-11-21,NEW CONSTRUCTION,San Antonio Project 3756,Construction work at 3230 Commerce St,2656 Commerce St,San Antonio,78295,San Antonio Property Owner 3756,San Antonio Builders LLC 6,(210) 891-2940,159794,PENDING,District 5
SA25114756,2025-11-12,REMODEL,San Antonio Project 3757,Construction work at 9597 Houston St,5469 Commerce St,San Antonio,78245,San Antonio Property Owner 3757,San Antonio Builders LLC 7,(210) 531-4585,144999,FINALED,District 1
SA25114757,2025-10-30,REMODEL,San Antonio Project 3758,Construction work at 6517 Houston St,9226 Commerce St,San Antonio,78250,San Antonio Property Owner 3758,San Antonio Builders LLC 8,(210) 508-1518,418211,FINALED,District 3
SA25114758,2025-11-21,NEW CONSTRUCTION,San Antonio Project 3759,Construction work at 8386 Broadway,9972 Broadway,San Antonio,78291,San Antonio Property Owner 3759,San Antonio Builders LLC 9,(210) 299-3445,372938,APPROVED,District 2
SA25114759,2025-11-25,REPAIR,San Antonio Project 3760,Construction work at 1908 Commerce St,9479 Houston St,San Antonio,78288,San Antonio Property Owner 3760,San Antonio Builders LLC 10,(210) 331-9170,241286,APPROVED,District 3
SA25114760,2025-11-27,PLUMBING,San Antonio Project 3761,Construction work at 2699 San Pedro Ave,7654 Main St,San Antonio,78240,San Antonio Property Owner 3761,San Antonio Builders LLC 1,(210) 874-3775,96096,ISSUED,District 7
SA25114761,2025-11-01,REPAIR,San Antonio Project 3762,Construction work at 4381 Houston St,6841 San Pedro Ave,San Antonio,78258,San Antonio Property Owner 3762,San Antonio Builders LLC 2,(210) 821-4398,309335,FINALED,District 9
SA25114762,2025-11-08,REPAIR,San Antonio Project 3763,Construction work at 1000 San Pedro Ave,3645 Commerce St,San Antonio,78227,San Antonio Property Owner 3763,San Antonio Builders LLC 3,(210) 220-8965,449065,PENDING,District 2
SA25114763,2025-11-06,REMODEL,San Antonio Project 3764,Construction work at 8489 San Pedro Ave,3440 Commerce St,San Antonio,78288,San Antonio Property Owner 3764,San Antonio Builders LLC 4,(210) 570-9148,139504,APPROVED,District 3
SA25114764,2025-11-27,PLUMBING,San Antonio Project 3765,Construction work at 6891 Commerce St,1242 Commerce St,San Antonio,78233,San Antonio Property Owner 3765,San Antonio Builders LLC 5,(210) 785-6085,399014,ISSUED,District 10
SA25114765,2025-11-15,REMODEL,San Antonio Project 3766,Construction work at 1627 Commerce St,8728 Broadway,San Antonio,78221,San Antonio Property Owner 3766,San Antonio Builders LLC 6,(210) 580-4586,389115,ISSUED,District 8
SA25114766,2025-11-21,REMODEL,San Antonio Project 3767,Construction work at 7279 Houston St,5498 San Pedro Ave,San Antonio,78296,San Antonio Property Owner 3767,San Antonio Builders LLC 7,(210) 306-4845,83091,PENDING,District 10
SA25114767,2025-11-21,REPAIR,San Antonio Project 3768,Construction work at 3481 Commerce St,5797 Commerce St,San Antonio,78298,San Antonio Property Owner 3768,San Antonio Builders LLC 8,(210) 428-4299,461786,PENDING,District 9
SA25114768,2025-11-07,ELECTRICAL,San Antonio Project 3769,Construction work at 7700 San Pedro Ave,5644 Houston St,San Antonio,78226,San Antonio Property Owner 3769,San Antonio Builders LLC 9,(210) 630-6870,428411,ISSUED,District 8
SA25114769,2025-10-31,PLUMBING,San Antonio Project 3770,Construction work at 9197 Main St,4685 Commerce St,San Antonio,78229,San Antonio Property Owner 3770,San Antonio Builders LLC 10,(210) 804-2367,403207,APPROVED,District 10
SA25114770,2025-11-08,REPAIR,San Antonio Project 3771,Construction work at 8316 Houston St,5306 Houston St,San Antonio,78277,San Antonio Property Owner 3771,San Antonio Builders LLC 1,(210) 891-8587,390767,ISSUED,District 7
SA25114771,2025-11-10,NEW CONSTRUCTION,San Antonio Project 3772,Construction work at 3843 Broadway,786 San Pedro Ave,San Antonio,78283,San Antonio Property Owner 3772,San Antonio Builders LLC 2,(210) 873-9231,464869,APPROVED,District 2
SA25114772,2025-11-04,REPAIR,San Antonio Project 3773,Construction work at 6420 Broadway,1680 Main St,San Antonio,78252,San Antonio Property Owner 3773,San Antonio Builders LLC 3,(210) 834-8958,300951,PENDING,District 1
SA25114773,2025-11-11,REPAIR,San Antonio Project 3774,Construction work at 932 Main St,3220 Commerce St,San Antonio,78239,San Antonio Property Owner 3774,San Antonio Builders LLC 4,(210) 412-7186,124241,APPROVED,District 5
SA25114774,2025-10-30,REPAIR,San Antonio Project 3775,Construction work at 1031 San Pedro Ave,9266 Houston St,San Antonio,78295,San Antonio Property Owner 3775,San Antonio Builders LLC 5,(210) 861-3146,182506,APPROVED,District 7
SA25114775,2025-11-03,ELECTRICAL,San Antonio Project 3776,Construction work at 5964 Houston St,9501 Houston St,San Antonio,78272,San Antonio Property Owner 3776,San Antonio Builders LLC 6,(210) 986-7427,194421,ISSUED,District 8
SA25114776,2025-11-10,ADDITION,San Antonio Project 3777,Construction work at 6567 Houston St,8743 Houston St,San Antonio,78236,San Antonio Property Owner 3777,San Antonio Builders LLC 7,(210) 272-3855,484925,ISSUED,District 9
SA25114777,2025-10-30,ADDITION,San Antonio Project 3778,Construction work at 6471 Broadway,5670 San Pedro Ave,San Antonio,78273,San Antonio Property Owner 3778,San Antonio Builders LLC 8,(210) 365-3805,254408,APPROVED,District 6
SA25114778,2025-11-17,NEW CONSTRUCTION,San Antonio Project 3779,Construction work at 6084 Main St,3014 San Pedro Ave,San Antonio,78216,San Antonio Property Owner 3779,San Antonio Builders LLC 9,(210) 941-4732,62474,PENDING,District 7
SA25114779,2025-11-07,PLUMBING,San Antonio Project 3780,Construction work at 1918 San Pedro Ave,6779 Main St,San Antonio,78240,San Antonio Property Owner 3780,San Antonio Builders LLC 10,(210) 724-3171,337661,PENDING,District 6
SA25114780,2025-11-13,REPAIR,San Antonio Project 3781,Construction work at 8686 Houston St,2583 Main St,San Antonio,78249,San Antonio Property Owner 3781,San Antonio Builders LLC 1,(210) 758-4019,327673,APPROVED,District 8
SA25114781,2025-11-25,ELECTRICAL,San Antonio Project 3782,Construction work at 7756 Houston St,9082 Commerce St,San Antonio,78279,San Antonio Property Owner 3782,San Antonio Builders LLC 2,(210) 444-3587,275889,ISSUED,District 1
SA25114782,2025-11-03,ELECTRICAL,San Antonio Project 3783,Construction work at 4427 Commerce St,4377 San Pedro Ave,San Antonio,78217,San Antonio Property Owner 3783,San Antonio Builders LLC 3,(210) 561-9354,432879,APPROVED,District 8
SA25114783,2025-11-22,ADDITION,San Antonio Project 3784,Construction work at 7981 Houston St,8349 San Pedro Ave,San Antonio,78242,San Antonio Property Owner 3784,San Antonio Builders LLC 4,(210) 973-9438,497474,PENDING,District 6
SA25114784,2025-11-10,PLUMBING,San Antonio Project 3785,Construction work at 3231 Commerce St,4563 San Pedro Ave,San Antonio,78252,San Antonio Property Owner 3785,San Antonio Builders LLC 5,(210) 901-1857,165763,FINALED,District 1
SA25114785,2025-11-02,PLUMBING,San Antonio Project 3786,Construction work at 4769 Commerce St,927 Houston St,San Antonio,78295,San Antonio Property Owner 3786,San Antonio Builders LLC 6,(210) 532-4582,354136,APPROVED,District 2
SA25114786,2025-11-26,ELECTRICAL,San Antonio Project 3787,Construction work at 1490 Houston St,9136 Main St,San Antonio,78220,San Antonio Property Owner 3787,San Antonio Builders LLC 7,(210) 988-6469,444354,FINALED,District 7
SA25114787,2025-11-12,ADDITION,San Antonio Project 3788,Construction work at 9602 San Pedro Ave,4198 Houston St,San Antonio,78230,San Antonio Property Owner 3788,San Antonio Builders LLC 8,(210) 495-7854,385420,ISSUED,District 4
SA25114788,2025-11-08,NEW CONSTRUCTION,San Antonio Project 3789,Construction work at 2041 Commerce St,4712 San Pedro Ave,San Antonio,78290,San Antonio Property Owner 3789,San Antonio Builders LLC 9,(210) 261-5452,460373,APPROVED,District 2
SA25114789,2025-11-14,ELECTRICAL,San Antonio Project 3790,Construction work at 7610 Commerce St,9043 Houston St,San Antonio,78233,San Antonio Property Owner 3790,San Antonio Builders LLC 10,(210) 253-7892,193514,FINALED,District 9
SA25114790,2025-11-12,REMODEL,San Antonio Project 3791,Construction work at 4214 San Pedro Ave,922 Broadway,San Antonio,78286,San Antonio Property Owner 3791,San Antonio Builders LLC 1,(210) 818-8559,332790,PENDING,District 10
SA25114791,2025-11-13,ADDITION,San Antonio Project 3792,Construction work at 6387 Main St,9890 Commerce St,San Antonio,78293,San Antonio Property Owner 3792,San Antonio Builders LLC 2,(210) 742-6415,322209,ISSUED,District 10
SA25114792,2025-11-11,ADDITION,San Antonio Project 3793,Construction work at 2571 Main St,5249 Main St,San Antonio,78237,San Antonio Property Owner 3793,San Antonio Builders LLC 3,(210) 514-7041,318874,ISSUED,District 9
SA25114793,2025-11-02,NEW CONSTRUCTION,San Antonio Project 3794,Construction work at 9317 Broadway,9084 Commerce St,San Antonio,78229,San Antonio Property Owner 3794,San Antonio Builders LLC 4,(210) 727-8716,170999,APPROVED,District 10
SA25114794,2025-11-26,REMODEL,San Antonio Project 3795,Construction work at 1061 Broadway,9328 Houston St,San Antonio,78287,San Antonio Property Owner 3795,San Antonio Builders LLC 5,(210) 638-3221,119171,ISSUED,District 7
SA25114795,2025-11-10,NEW CONSTRUCTION,San Antonio Project 3796,Construction work at 8852 Main St,8188 Broadway,San Antonio,78227,San Antonio Property Owner 3796,San Antonio Builders LLC 6,(210) 726-7818,366236,FINALED,District 7
SA25114796,2025-11-23,NEW CONSTRUCTION,San Antonio Project 3797,Construction work at 930 Broadway,1731 Houston St,San Antonio,78295,San Antonio Property Owner 3797,San Antonio Builders LLC 7,(210) 227-4625,289762,FINALED,District 2
SA25114797,2025-11-08,NEW CONSTRUCTION,San Antonio Project 3798,Construction work at 4061 San Pedro Ave,9709 Main St,San Antonio,78255,San Antonio Property Owner 3798,San Antonio Builders LLC 8,(210) 978-5549,276504,ISSUED,District 3
SA25114798,2025-11-04,ADDITION,San Antonio Project 3799,Construction work at 9593 Commerce St,7901 San Pedro Ave,San Antonio,78276,San Antonio Property Owner 3799,San Antonio Builders LLC 9,(210) 650-4575,485909,ISSUED,District 6
SA25114799,2025-11-24,PLUMBING,San Antonio Project 3800,Construction work at 6249 Broadway,5313 San Pedro Ave,San Antonio,78290,San Antonio Property Owner 3800,San Antonio Builders LLC 10,(210) 850-6747,405501,ISSUED,District 4
SA25114800,2025-11-25,REMODEL,San Antonio Project 3801,Construction work at 8073 Commerce St,8668 Broadway,San Antonio,78248,San Antonio Property Owner 3801,San Antonio Builders LLC 1,(210) 206-3783,93298,ISSUED,District 10
SA25114801,2025-11-02,REPAIR,San Antonio Project 3802,Construction work at 4168 Broadway,4820 San Pedro Ave,San Antonio,78273,San Antonio Property Owner 3802,San Antonio Builders LLC 2,(210) 620-6133,411410,PENDING,District 8
SA25114802,2025-10-30,REMODEL,San Antonio Project 3803,Construction work at 9490 Main St,2261 San Pedro Ave,San Antonio,78219,San Antonio Property Owner 3803,San Antonio Builders LLC 3,(210) 303-1701,407217,PENDING,District 8
SA25114803,2025-11-04,ELECTRICAL,San Antonio Project 3804,Construction work at 4286 Main St,1607 Broadway,San Antonio,78264,San Antonio Property Owner 3804,San Antonio Builders LLC 4,(210) 702-2985,386585,ISSUED,District 9
SA25114804,2025-11-23,NEW CONSTRUCTION,San Antonio Project 3805,Construction work at 4889 Main St,1614 Houston St,San Antonio,78263,San Antonio Property Owner 3805,San Antonio Builders LLC 5,(210) 604-8232,410311,FINALED,District 8
SA25114805,2025-11-27,REMODEL,San Antonio Project 3806,Construction work at 9988 San Pedro Ave,9984 Broadway,San Antonio,78223,San Antonio Property Owner 3806,San Antonio Builders LLC 6,(210) 677-5399,90940,FINALED,District 2
SA25114806,2025-11-09,REPAIR,San Antonio Project 3807,Construction work at 3380 Main St,2350 San Pedro Ave,San Antonio,78264,San Antonio Property Owner 3807,San Antonio Builders LLC 7,(210) 486-6849,57197,ISSUED,District 3
SA25114807,2025-11-28,NEW CONSTRUCTION,San Antonio Project 3808,Construction work at 7635 Houston St,2341 Broadway,San Antonio,78293,San Antonio Property Owner 3808,San Antonio Builders LLC 8,(210) 784-1250,72586,APPROVED,District 6
SA25114808,2025-11-05,PLUMBING,San Antonio Project 3809,Construction work at 1918 Commerce St,8335 Commerce St,San Antonio,78278,San Antonio Property Owner 3809,San Antonio Builders LLC 9,(210) 306-5185,363542,APPROVED,District 4
SA25114809,2025-11-25,NEW CONSTRUCTION,San Antonio Project 3810,Construction work at 7336 Main St,4582 Houston St,San Antonio,78278,San Antonio Property Owner 3810,San Antonio Builders LLC 10,(210) 608-9628,199959,ISSUED,District 3
SA25114810,2025-11-04,ADDITION,San Antonio Project 3811,Construction work at 3662 Houston St,5302 Broadway,San Antonio,78228,San Antonio Property Owner 3811,San Antonio Builders LLC 1,(210) 384-8003,431102,ISSUED,District 5
SA25114811,2025-11-06,ELECTRICAL,San Antonio Project 3812,Construction work at 8560 Main St,8916 Broadway,San Antonio,78281,San Antonio Property Owner 3812,San Antonio Builders LLC 2,(210) 549-6047,94095,FINALED,District 9
SA25114812,2025-11-23,PLUMBING,San Antonio Project 3813,Construction work at 4323 Commerce St,5465 Broadway,San Antonio,78213,San Antonio Property Owner 3813,San Antonio Builders LLC 3,(210) 384-1385,208683,PENDING,District 7
SA25114813,2025-11-16,REMODEL,San Antonio Project 3814,Construction work at 5158 Houston St,2101 Broadway,San Antonio,78254,San Antonio Property Owner 3814,San Antonio Builders LLC 4,(210) 989-3751,324323,FINALED,District 6
SA25114814,2025-11-13,NEW CONSTRUCTION,San Antonio Project 3815,Construction work at 9437 Main St,9888 Broadway,San Antonio,78258,San Antonio Property Owner 3815,San Antonio Builders LLC 5,(210) 757-9069,273763,FINALED,District 8
SA25114815,2025-11-05,REMODEL,San Antonio Project 3816,Construction work at 2467 Commerce St,8730 San Pedro Ave,San Antonio,78221,San Antonio Property Owner 3816,San Antonio Builders LLC 6,(210) 233-1902,475891,APPROVED,District 10
SA25114816,2025-11-25,REMODEL,San Antonio Project 3817,Construction work at 3343 Broadway,122 Broadway,San Antonio,78224,San Antonio Property Owner 3817,San Antonio Builders LLC 7,(210) 919-4055,140712,ISSUED,District 10
SA25114817,2025-11-16,NEW CONSTRUCTION,San Antonio Project 3818,Construction work at 642 Main St,2708 San Pedro Ave,San Antonio,78271,San Antonio Property Owner 3818,San Antonio Builders LLC 8,(210) 589-9102,341969,ISSUED,District 1
SA25114818,2025-11-23,REPAIR,San Antonio Project 3819,Construction work at 3992 Broadway,3552 Main St,San Antonio,78250,San Antonio Property Owner 3819,San Antonio Builders LLC 9,(210) 525-1924,324651,FINALED,District 3
SA25114819,2025-11-01,REMODEL,San Antonio Project 3820,Construction work at 8960 Houston St,5676 Houston St,San Antonio,78219,San Antonio Property Owner 3820,San Antonio Builders LLC 10,(210) 247-9570,105019,ISSUED,District 1
SA25114820,2025-11-20,PLUMBING,San Antonio Project 3821,Construction work at 1008 Main St,8738 Commerce St,San Antonio,78263,San Antonio Property Owner 3821,San Antonio Builders LLC 1,(210) 634-4539,428112,ISSUED,District 7
SA25114821,2025-11-04,REMODEL,San Antonio Project 3822,Construction work at 2070 San Pedro Ave,3357 Commerce St,San Antonio,78264,San Antonio Property Owner 3822,San Antonio Builders LLC 2,(210) 347-7326,226861,FINALED,District 2
SA25114822,2025-11-16,REPAIR,San Antonio Project 3823,Construction work at 5188 Broadway,9051 Houston St,San Antonio,78222,San Antonio Property Owner 3823,San Antonio Builders LLC 3,(210) 438-1421,456681,ISSUED,District 4
SA25114823,2025-11-19,ADDITION,San Antonio Project 3824,Construction work at 6685 Houston St,2668 Commerce St,San Antonio,78281,San Antonio Property Owner 3824,San Antonio Builders LLC 4,(210) 948-4395,341256,APPROVED,District 6
SA25114824,2025-11-23,ADDITION,San Antonio Project 3825,Construction work at 5613 San Pedro Ave,3963 Houston St,San Antonio,78253,San Antonio Property Owner 3825,San Antonio Builders LLC 5,(210) 843-6791,498516,ISSUED,District 7
SA25114825,2025-11-26,REPAIR,San Antonio Project 3826,Construction work at 3248 Houston St,2758 Broadway,San Antonio,78262,San Antonio Property Owner 3826,San Antonio Builders LLC 6,(210) 586-2165,60323,PENDING,District 8
SA25114826,2025-11-05,REPAIR,San Antonio Project 3827,Construction work at 1768 Commerce St,9838 San Pedro Ave,San Antonio,78292,San Antonio Property Owner 3827,San Antonio Builders LLC 7,(210) 703-9530,357697,ISSUED,District 4
SA25114827,2025-10-30,PLUMBING,San Antonio Project 3828,Construction work at 387 Houston St,6741 Broadway,San Antonio,78210,San Antonio Property Owner 3828,San Antonio Builders LLC 8,(210) 643-6383,244890,ISSUED,District 6
SA25114828,2025-11-14,REMODEL,San Antonio Project 3829,Construction work at 1133 San Pedro Ave,974 San Pedro Ave,San Antonio,78228,San Antonio Property Owner 3829,San Antonio Builders LLC 9,(210) 321-6715,436359,ISSUED,District 10
SA25114829,2025-11-06,ADDITION,San Antonio Project 3830,Construction work at 1514 Commerce St,8719 Houston St,San Antonio,78278,San Antonio Property Owner 3830,San Antonio Builders LLC 10,(210) 749-7477,86432,ISSUED,District 9
SA25114830,2025-11-21,ADDITION,San Antonio Project 3831,Construction work at 7477 Commerce St,7688 Houston St,San Antonio,78273,San Antonio Property Owner 3831,San Antonio Builders LLC 1,(210) 663-2539,163387,FINALED,District 7
SA25114831,2025-11-04,REPAIR,San Antonio Project 3832,Construction work at 4959 Houston St,1915 San Pedro Ave,San Antonio,78287,San Antonio Property Owner 3832,San Antonio Builders LLC 2,(210) 436-6930,113943,ISSUED,District 10
SA25114832,2025-11-16,REMODEL,San Antonio Project 3833,Construction work at 4483 Houston St,8221 San Pedro Ave,San Antonio,78213,San Antonio Property Owner 3833,San Antonio Builders LLC 3,(210) 385-1024,220623,ISSUED,District 3
SA25114833,2025-11-27,ADDITION,San Antonio Project 3834,Construction work at 8294 Broadway,661 Commerce St,San Antonio,78253,San Antonio Property Owner 3834,San Antonio Builders LLC 4,(210) 255-7521,92011,ISSUED,District 9
SA25114834,2025-11-09,PLUMBING,San Antonio Project 3835,Construction work at 4217 Broadway,960 Houston St,San Antonio,78298,San Antonio Property Owner 3835,San Antonio Builders LLC 5,(210) 930-9380,470222,APPROVED,District 10
SA25114835,2025-11-07,ELECTRICAL,San Antonio Project 3836,Construction work at 8171 San Pedro Ave,7947 San Pedro Ave,San Antonio,78299,San Antonio Property Owner 3836,San Antonio Builders LLC 6,(210) 379-3181,363146,PENDING,District 3
SA25114836,2025-11-20,PLUMBING,San Antonio Project 3837,Construction work at 9107 Commerce St,7986 San Pedro Ave,San Antonio,78292,San Antonio Property Owner 3837,San Antonio Builders LLC 7,(210) 974-7728,135745,APPROVED,District 3
SA25114837,2025-11-10,ELECTRICAL,San Antonio Project 3838,Construction work at 3574 Broadway,2832 Broadway,San Antonio,78265,San Antonio Property Owner 3838,San Antonio Builders LLC 8,(210) 572-5371,277631,APPROVED,District 3
SA25114838,2025-10-31,ELECTRICAL,San Antonio Project 3839,Construction work at 8762 Broadway,2294 Broadway,San Antonio,78212,San Antonio Property Owner 3839,San Antonio Builders LLC 9,(210) 271-1106,243161,FINALED,District 3
SA25114839,2025-11-19,REPAIR,San Antonio Project 3840,Construction work at 7332 Broadway,8534 Main St,San Antonio,78224,San Antonio Property Owner 3840,San Antonio Builders LLC 10,(210) 826-7596,437223,APPROVED,District 3
SA25114840,2025-11-20,NEW CONSTRUCTION,San Antonio Project 3841,Construction work at 7296 Main St,1882 San Pedro Ave,San Antonio,78293,San Antonio Property Owner 3841,San Antonio Builders LLC 1,(210) 330-2009,335229,APPROVED,District 8
SA25114841,2025-11-27,PLUMBING,San Antonio Project 3842,Construction work at 6448 San Pedro Ave,6496 Main St,San Antonio,78220,San Antonio Property Owner 3842,San Antonio Builders LLC 2,(210) 294-1493,94697,APPROVED,District 5
SA25114842,2025-11-25,REMODEL,San Antonio Project 3843,Construction work at 1668 Main St,8855 San Pedro Ave,San Antonio,78281,San Antonio Property Owner 3843,San Antonio Builders LLC 3,(210) 498-9204,283533,FINALED,District 2
SA25114843,2025-11-10,ELECTRICAL,San Antonio Project 3844,Construction work at 9953 Commerce St,5560 Commerce St,San Antonio,78280,San Antonio Property Owner 3844,San Antonio Builders LLC 4,(210) 270-4388,260210,PENDING,District 1
SA25114844,2025-11-21,PLUMBING,San Antonio Project 3845,Construction work at 1561 San Pedro Ave,2450 Houston St,San Antonio,78290,San Antonio Property Owner 3845,San Antonio Builders LLC 5,(210) 743-9144,224565,ISSUED,District 7
SA25114845,2025-11-22,ELECTRICAL,San Antonio Project 3846,Construction work at 6266 Main St,5784 Commerce St,San Antonio,78273,San Antonio Property Owner 3846,San Antonio Builders LLC 6,(210) 261-7603,192585,ISSUED,District 6
SA25114846,2025-11-21,NEW CONSTRUCTION,San Antonio Project 3847,Construction work at 403 Houston St,4722 Houston St,San Antonio,78266,San Antonio Property Owner 3847,San Antonio Builders LLC 7,(210) 968-5026,260699,ISSUED,District 3
SA25114847,2025-11-20,REMODEL,San Antonio Project 3848,Construction work at 5539 Houston St,6115 Commerce St,San Antonio,78263,San Antonio Property Owner 3848,San Antonio Builders LLC 8,(210) 382-5025,354424,ISSUED,District 5
SA25114848,2025-11-12,NEW CONSTRUCTION,San Antonio Project 3849,Construction work at 3516 Commerce St,9103 Commerce St,San Antonio,78248,San Antonio Property Owner 3849,San Antonio Builders LLC 9,(210) 633-6807,287236,PENDING,District 6
SA25114849,2025-11-19,PLUMBING,San Antonio Project 3850,Construction work at 6292 Main St,8308 Main St,San Antonio,78218,San Antonio Property Owner 3850,San Antonio Builders LLC 10,(210) 411-8347,360086,FINALED,District 2
SA25114850,2025-11-17,ELECTRICAL,San Antonio Project 3851,Construction work at 2540 San Pedro Ave,490 Houston St,San Antonio,78247,San Antonio Property Owner 3851,San Antonio Builders LLC 1,(210) 289-6545,417506,ISSUED,District 6
SA25114851,2025-11-04,PLUMBING,San Antonio Project 3852,Construction work at 6211 Houston St,2578 Broadway,San Antonio,78259,San Antonio Property Owner 3852,San Antonio Builders LLC 2,(210) 620-3258,271380,FINALED,District 1
