permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-058780 MP,2025-10-30,N/A,"*Green Building* *Smart Housing* New construction of 2 story SFR Condo with 2 beds 2.5 baths attached 2 car garage

PUD","*Green Building* *Smart Housing* New construction of 2 story SFR Condo with 2 beds 2.5 baths attached 2 car garage

PUD",5602 FORKS RD,Austin,N/A,N/A,N/A,5128213163,0,N/A,2
2025-140545 EP,2025-10-30,N/A,Repair failed/damaged existing underground conduit and conductors for parking lot pole lights for open parking lot at corner of Alterra and Esperanza by connecting to existing lighting circuit at nearest existing junction box,Repair failed/damaged existing underground conduit and conductors for parking lot pole lights for open parking lot at corner of Alterra and Esperanza by connecting to existing lighting circuit at nearest existing junction box,11500 ALTERRA PKWY BLDG 2,Austin,N/A,N/A,N/A,5123467462,0,N/A,7
2025-116247 EP,2025-10-30,N/A,Change of use to restaurant with remodel and combining Suites 130 and 135 into one space.,Change of use to restaurant with remodel and combining Suites 130 and 135 into one space.,7010 EASY WIND DR UNIT 130,Austin,N/A,N/A,N/A,5127753773,0,N/A,7
2025-093437 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)",8812 COSMICO ST,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-124208 BP,2025-10-30,N/A,Express: Repairs due to fire damage (siding windows roof insulation drywall flooring cabinetry doors showers painting,Express: Repairs due to fire damage (siding windows roof insulation drywall flooring cabinetry doors showers painting,1114 TERRY DR,Austin,N/A,N/A,N/A,2107814123,0,N/A,3
2025-122296 PP,2025-10-30,N/A,Interior remodel.  Minor MEP work as per plan.  New Finishes and non structural walls. Suite C101 and Suite D101,Interior remodel.  Minor MEP work as per plan.  New Finishes and non structural walls. Suite C101 and Suite D101,3624 NORTH HILLS DR BLDG D UNIT 101,Austin,N/A,N/A,N/A,2819891220,0,N/A,10
2025-135136 EP,2025-10-30,N/A,In 137.5 KW Solar System with 250 ALEX-550-W panels and 2 SCA60KTL-DO inverters,In 137.5 KW Solar System with 250 ALEX-550-W panels and 2 SCA60KTL-DO inverters,12506 N LAMAR BLVD,Austin,N/A,N/A,N/A,2108295420,0.0,N/A,7
2025-078059 DS,2025-10-30,N/A,Construct new driveway approach of 17 FT and sidewalk of 28 LF,Construct new driveway approach of 17 FT and sidewalk of 28 LF,9300 CORVALLIS DR,Austin,N/A,N/A,N/A,5127708507,0,N/A,2
2025-139665 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,8312 STEAMLINE CIR,Austin,N/A,N/A,N/A,5127360145,0,N/A,5
2025-139924 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12001 SNOW GOOSE RD,Austin,N/A,N/A,N/A,5122800011,0,N/A,7
2025-140367 EP,2025-10-30,N/A,Permanent Electrical Service for ne SFR in the ETJ,Permanent Electrical Service for ne SFR in the ETJ,404 INWOOD RD,Austin,N/A,N/A,N/A,5128366951,0,N/A,N/A
2025-137138 BP,2025-10-30,N/A,Express- Foundation repair on a slab foundation. Install 24 total press piling piers along the perimeter. There will be 5 breakthrough and patched locations. We will improve level to the extent.,Express- Foundation repair on a slab foundation. Install 24 total press piling piers along the perimeter. There will be 5 breakthrough and patched locations. We will improve level to the extent.,5414 PALO BLANCO LN,Austin,N/A,N/A,N/A,5124746100,0,N/A,2
2025-104180 MP,2025-10-30,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story residence [3 bed 2 bath].   Part of two-unit use with existing dwelling/garage to remain.,ePlan: Residential Expedited Review - New construction of a 2-Story residence [3 bed 2 bath].   Part of two-unit use with existing dwelling/garage to remain.,4405 SINCLAIR AVE,Austin,N/A,N/A,N/A,5125884576,0,N/A,10
2025-128765 PP,2025-10-30,N/A,"ePlan: Residential Expedited Review - New duplex  comprising of unit 1 (primary unit) & unit 2 (smaller second floor garage apartment).  
Unit B:  Located on 2nd floor accessed via sprial staircase1 bed 1 bath with 2-car garage","ePlan: Residential Expedited Review - New duplex  comprising of unit 1 (primary unit) & unit 2 (smaller second floor garage apartment).  
Unit B:  Located on 2nd floor accessed via sprial staircase1 bed 1 bath with 2-car garage",2100 MOUNTAIN VIEW RD UNIT B,Austin,N/A,N/A,N/A,5123347315,0,N/A,10
2025-118162 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 2034,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-140001 PP,2025-10-30,N/A,**GAS METER LOCKED BY COA- CURRENTLY PRESSURE TESTING THE WHOLE SYSTEM- EMERGENCY PP NEEDED,**GAS METER LOCKED BY COA- CURRENTLY PRESSURE TESTING THE WHOLE SYSTEM- EMERGENCY PP NEEDED,7701 METROPOLIS DR,Austin,N/A,N/A,N/A,5128372917,0,N/A,2
2025-136467 EP,2025-10-30,N/A,Generator install on new 4x 10 pad and install ats on existing shelter (no tower work) all work within existing fenced compound area,Generator install on new 4x 10 pad and install ats on existing shelter (no tower work) all work within existing fenced compound area,8001 1/2 FINIAL DR,Austin,N/A,N/A,N/A,2148304680,0,N/A,2
2025-118158 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 1035,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-113320 EP,2025-10-30,N/A,Interior Remodel - Renovation of existing master bathroom and closet on the 2nd floor of the house.  In the bathroom will be new finishes and fixtures throughout.  Fixture locations stay generally the same.  The size of the shower will increase.  The master closet will be expanded to include laundry machines with new cabinetry and storage.,Interior Remodel - Renovation of existing master bathroom and closet on the 2nd floor of the house.  In the bathroom will be new finishes and fixtures throughout.  Fixture locations stay generally the same.  The size of the shower will increase.  The master closet will be expanded to include laundry machines with new cabinetry and storage.,5815 ABILENE TRL,Austin,N/A,N/A,N/A,5126481105,1.0,N/A,8
2025-130410 PP,2025-10-30,N/A,We will be replacing the PRV,We will be replacing the PRV,11005 STRASBURG LN,Austin,N/A,N/A,N/A,5123083115,0,N/A,6
2025-093414 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)",8000 PONCHO PASS,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-093151 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)",8100 PONCHO PASS,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-125323 PP,2025-10-30,N/A,"Install the fireline 

ref 2025-107397 BP","Install the fireline 

ref 2025-107397 BP",7225 ROSS RD,Austin,N/A,N/A,N/A,N/A,0,N/A,2
2025-093152 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)",8102 PONCHO PASS,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-095880 MP,2025-10-30,N/A,Addition of Covered Porch and Renovation of existing bath 335 sq ft covered patio addition,Addition of Covered Porch and Renovation of existing bath 335 sq ft covered patio addition,9407 SPRING HOLLOW DR,Austin,N/A,N/A,N/A,5122190289,3048.0,N/A,6
2025-115585 PP,2025-10-30,N/A,"ePlan: Residential Expedited Review - 
BUILDING 1: New front detached 2-story residence with 4 bedroom 4 bath attached carport & patio.
Part of 2-unit use with existing rear residence to remain","ePlan: Residential Expedited Review - 
BUILDING 1: New front detached 2-story residence with 4 bedroom 4 bath attached carport & patio.
Part of 2-unit use with existing rear residence to remain",2514 WILSON ST BLDG 1,Austin,N/A,N/A,N/A,7372636253,0,N/A,3
2025-137118 BP,2025-10-30,N/A,Express- Foundation repair on a slab foundation. Install 28 total press piling piers including 25 perimeter and 3 interior locations. there will be 11 breakthrough and patched location. We will improve level to the extent.,Express- Foundation repair on a slab foundation. Install 28 total press piling piers including 25 perimeter and 3 interior locations. there will be 11 breakthrough and patched location. We will improve level to the extent.,1312 CORONA DR,Austin,N/A,N/A,N/A,5124746100,0,N/A,4
2025-136081 EP,2025-10-30,N/A,We will be replacing the existing service with a new 480 straight power as requested by Austin energy.,We will be replacing the existing service with a new 480 straight power as requested by Austin energy.,5300 1/2 S MOPAC EXPY SB,Austin,N/A,N/A,N/A,5126450679,0,N/A,N/A
2025-139041 BP,2025-10-30,N/A,Total Demo of ADU 896 sqft circa 1954,Total Demo of ADU 896 sqft circa 1954,2205 PASADENA DR,Austin,N/A,N/A,N/A,7372941405,1.0,N/A,7
2025-137728 BP,2025-10-30,N/A,Change of use to restricted food service No food will be cooked or prepared on-site. Gelato will be stored in commercial freezers and served in to-go containers only. The space will include a service counter handwashing and utensil sinks and no customer seating.,Change of use to restricted food service No food will be cooked or prepared on-site. Gelato will be stored in commercial freezers and served in to-go containers only. The space will include a service counter handwashing and utensil sinks and no customer seating.,2901 S CAPITAL OF TEXAS HWY NB UNIT P3,Austin,N/A,N/A,N/A,5122562222,0,N/A,8
2025-137567 EP,2025-10-30,N/A,Build new 350 amp service,Build new 350 amp service,5321 SPRING PRESERVE TRL,Austin,N/A,N/A,N/A,5127556580,0,N/A,N/A
2025-090097 PP,2025-10-30,N/A,Pool - New In-ground 184 SF Concrete Pool and Spa along with associated equipment and pad.,Pool - New In-ground 184 SF Concrete Pool and Spa along with associated equipment and pad.,3702 CIMA SERENA,Austin,N/A,N/A,N/A,5124178702,0,N/A,10
2025-118159 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 1036,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-138572 BP,2025-10-30,N/A,Retro-Fit New TPO Roof system over existing roof. See system letter.,Retro-Fit New TPO Roof system over existing roof. See system letter.,5900 W SLAUGHTER LN BLDG D,Austin,N/A,N/A,N/A,7139917750,0,N/A,8
2025-124492 EP,2025-10-30,N/A,Requesting permit for tpole,Requesting permit for tpole,3204 LYONS RD,Austin,N/A,N/A,N/A,2102045232,0,N/A,3
2025-119017 EP,2025-10-30,N/A,The Belmont Monument Sign,The Belmont Monument Sign,9020 BROWN LN,Austin,N/A,N/A,N/A,5125474130,0,N/A,1
2024-156810 DS,2025-10-30,N/A,Construct new driveway approach of 16.5 FT.  No sidewalk inspection per plan review.,Construct new driveway approach of 16.5 FT.  No sidewalk inspection per plan review.,3504 PICKLE DR,Austin,N/A,N/A,N/A,5122006173,0,N/A,3
2025-120285 BP,2025-10-30,N/A,"ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 3 New construction of a 2-Story Single Family Res. [3bed 3bath] with Attached Garage","ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 3 New construction of a 2-Story Single Family Res. [3bed 3bath] with Attached Garage",1805 E 18TH ST BLDG 3,Austin,N/A,N/A,N/A,5127752099,0,N/A,1
2025-114534 MP,2025-10-30,N/A,Tenant improvement for The Picklr franchise. Interior demolition of non structural walls ductwork location adjustments and other electrical/ plumbing improvements.,Tenant improvement for The Picklr franchise. Interior demolition of non structural walls ductwork location adjustments and other electrical/ plumbing improvements.,7101 W SH 71,Austin,N/A,N/A,N/A,2102770552,0,N/A,8
2025-138711 MP,2025-10-30,N/A,Interior remodel to existing business office. No Plumbing scope. No Access Control.,Interior remodel to existing business office. No Plumbing scope. No Access Control.,201 W 5TH ST UNIT 1450,Austin,N/A,N/A,N/A,5127894151,0,N/A,9
2025-120139 PP,2025-10-30,N/A,Garage conversion: Convert an attached garage into bedroom/office full bath playroom nook/laundry space. Scope includes plumbing changes electrical changes w/ new service panel and mini split HVAC unit.,Garage conversion: Convert an attached garage into bedroom/office full bath playroom nook/laundry space. Scope includes plumbing changes electrical changes w/ new service panel and mini split HVAC unit.,3904 VINELAND DR,Austin,N/A,N/A,N/A,5129453143,2118.0,N/A,9
2025-139809 PP,2025-10-30,N/A,"Replacement of an existing water heater Standard 40 Gal Natural Gas water heater change out

12733 War Path
Austin TX 78727","Replacement of an existing water heater Standard 40 Gal Natural Gas water heater change out

12733 War Path
Austin TX 78727",12733 WAR PATH,Austin,N/A,N/A,N/A,5122639988,0,N/A,7
2025-136585 EP,2025-10-30,N/A,Shutdown needed for 15.13kW system with 1 Tesla Powerwall 3 1 Expansion pack and 1 Gateway,Shutdown needed for 15.13kW system with 1 Tesla Powerwall 3 1 Expansion pack and 1 Gateway,12829 WAR PATH,Austin,N/A,N/A,N/A,8302378552,0,N/A,7
2025-118160 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 1037,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-139802 PP,2025-10-30,N/A,Replacement of an existing water heater Change Out: Install/ Replace 40 gallon tank-type natural gas water heater.,Replacement of an existing water heater Change Out: Install/ Replace 40 gallon tank-type natural gas water heater.,8010 DAVIS MOUNTAIN PASS,Austin,N/A,N/A,N/A,5122725000,0,N/A,10
2025-136507 PP,2025-10-30,N/A,Need to replace 1/2 watts 009 for the soda carbonator and 1/2 watts 800 M4QT for the sanitizer at the mop sink the second backflow at the mop sink will be removed as it is no longer in use.,Need to replace 1/2 watts 009 for the soda carbonator and 1/2 watts 800 M4QT for the sanitizer at the mop sink the second backflow at the mop sink will be removed as it is no longer in use.,10000 RESEARCH BLVD SVRD SB BLDG C UNIT 4602,Austin,N/A,N/A,N/A,9724242929,0,N/A,10
2025-093436 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 3 Bedrooms 2.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8000 PONCHO PASS 2025-070709 (INCLUDES 22 ADDRESSES.)",8811 COSMICO ST,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-135747 PP,2025-10-30,N/A,10tunnel below the foundation to repair break on master bath toilet branch drain line.1 access hole on left side of home.,10tunnel below the foundation to repair break on master bath toilet branch drain line.1 access hole on left side of home.,5816 BRITTLYNS CT,Austin,N/A,N/A,N/A,5122195325,0,N/A,10
2025-046648 MP,2025-10-30,N/A,ePlan: Expedited Review - Addition and Interior Remodel to an existing Hospital to include installation of new electrical panels (14700 SF).,ePlan: Expedited Review - Addition and Interior Remodel to an existing Hospital to include installation of new electrical panels (14700 SF).,1106 W DITTMAR RD,Austin,N/A,N/A,N/A,5127894151,0,N/A,5
2025-136546 EP,2025-10-30,N/A,Installation of a 15.13kW system with 1 Tesla PW 1 Expansion pack and 1 Gateway,Installation of a 15.13kW system with 1 Tesla PW 1 Expansion pack and 1 Gateway,12829 WAR PATH,Austin,N/A,N/A,N/A,8302378552,0,N/A,7
2025-134084 BP,2025-10-30,N/A,Express - Foundation Repair,Express - Foundation Repair,5720 MALCOM TRL,Austin,N/A,N/A,N/A,2106481560,0,N/A,1
2024-165018 MP,2025-10-30,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [1bed 1.5bath] with attached Garage. Bldg 2,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [1bed 1.5bath] with attached Garage. Bldg 2,3510 TOM MILLER ST BLDG 2,Austin,N/A,N/A,N/A,8303581499,0,N/A,9
2025-137069 PP,2025-10-30,N/A,"We will be removing a 100ft NG 1-1/4 Polly pipe that feeds a generator.

We will be replace 1 1/4 Polly with a100ft  3¿ Polly pipe with new rizers 
Tie in generator in with a 11/4 black iron pipe for final connection","We will be removing a 100ft NG 1-1/4 Polly pipe that feeds a generator.

We will be replace 1 1/4 Polly with a100ft  3¿ Polly pipe with new rizers 
Tie in generator in with a 11/4 black iron pipe for final connection",5021 1/2 HIGHLAND CT,Austin,N/A,N/A,N/A,9566025020,0,N/A,10
2025-139704 PP,2025-10-30,N/A,Replacement of an existing water heater 40 gallon natural water heater replacement in garage.,Replacement of an existing water heater 40 gallon natural water heater replacement in garage.,8703 DULCET DR,Austin,N/A,N/A,N/A,5125579637,0,N/A,5
2025-139504 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 2 Ton Stage Vertical Gas System,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 2 Ton Stage Vertical Gas System,1083 VERBENA DR,Austin,N/A,N/A,N/A,5129299393,0,N/A,6
2025-138490 EP,2025-10-30,N/A,"Replaced electrical panel only 
Emergency inspection","Replaced electrical panel only 
Emergency inspection",7718 CLOUDBERRY CIR,Austin,N/A,N/A,N/A,5129633022,0,N/A,2
2025-136988 EP,2025-10-30,N/A,"Temp10 - Temporary Power pole for the construction of 1 apartment building consisting of 36 units
Ref 2024-017882 BP","Temp10 - Temporary Power pole for the construction of 1 apartment building consisting of 36 units
Ref 2024-017882 BP",11216 1/2 CAMERON RD UNIT TEMP10,Austin,N/A,N/A,N/A,5128975513,100.0,N/A,1
2025-053597 PP,2025-10-30,N/A,"ePlan: Residential Expedited Review - New construction of a TWO UNIT RES.
Bldg 2 New construction of a 2-Story SF Res [4bed 4.5bath] with attached Garage.","ePlan: Residential Expedited Review - New construction of a TWO UNIT RES.
Bldg 2 New construction of a 2-Story SF Res [4bed 4.5bath] with attached Garage.",2506 E 2ND ST BLDG 2,Austin,N/A,N/A,N/A,5127483440,0,N/A,3
2025-054396 MP,2025-10-30,N/A,Addition/remodel. Addition of a 2nd floor consisting of three bedrooms two bathrooms a play room fitness room and two screened porches. Remove two walls of existing attached garage to create attached carport. Comprehensive interior remodel. Reconfigure interior layout of existing 1st floor resulting in a 4 bedroom 3.5 bathroom single family residence. Remove unpermitted covered front porch/trellis. Roll in scope of work from expired BP#: 2017-044428.,Addition/remodel. Addition of a 2nd floor consisting of three bedrooms two bathrooms a play room fitness room and two screened porches. Remove two walls of existing attached garage to create attached carport. Comprehensive interior remodel. Reconfigure interior layout of existing 1st floor resulting in a 4 bedroom 3.5 bathroom single family residence. Remove unpermitted covered front porch/trellis. Roll in scope of work from expired BP#: 2017-044428.,1403 W 39TH HALF ST,Austin,N/A,N/A,N/A,5125770953,2781.0,N/A,10
2025-140213 EP,2025-10-30,N/A,"Express: The project includes upgrading and refreshing both the interior and exterior of the property. 
Existing light fixtures will be replaced throughout the home. Interior and exterior walls will be polished and repainted. The kitchen and bathroom cabinets will be replaced with new modern cabinetry.

Revision-Electrical work","Express: The project includes upgrading and refreshing both the interior and exterior of the property. 
Existing light fixtures will be replaced throughout the home. Interior and exterior walls will be polished and repainted. The kitchen and bathroom cabinets will be replaced with new modern cabinetry.

Revision-Electrical work",1513 CLOVERLEAF DR,Austin,N/A,N/A,N/A,2102045232,0,N/A,4
2025-063204 MP,2025-10-30,N/A,Expansion of administrative office and redemising of suite 430 and adjacent cold dark and vacant shell suite 420.,Expansion of administrative office and redemising of suite 430 and adjacent cold dark and vacant shell suite 420.,1111 W 6TH ST UNIT 430,Austin,N/A,N/A,N/A,7378889106,0,N/A,9
2025-118161 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 1038,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-137935 EP,2025-10-30,N/A,Homebuilders loop for New SFR ref 2025-057644 BP. Austin LTD -Bluebonnet,Homebuilders loop for New SFR ref 2025-057644 BP. Austin LTD -Bluebonnet,9509 BOATHOUSE DR,Austin,N/A,N/A,N/A,5122520040,0,N/A,2
2025-135646 DS,2025-10-30,N/A,Construct new driveway approach of 16 FT.  No sidewalk inspection per plan review.,Construct new driveway approach of 16 FT.  No sidewalk inspection per plan review.,1507 JULIET ST,Austin,N/A,N/A,N/A,N/A,0,N/A,9
2025-139315 BP,2025-10-30,N/A,EXPRESS: Tub to shower conversion 30x60,EXPRESS: Tub to shower conversion 30x60,7004 CRYSTALBROOK DR,Austin,N/A,N/A,N/A,4697035430,0,N/A,1
2025-136691 MP,2025-10-30,N/A,ePlan: Residential Expedited Review - New construction of a Detached Garage containing unfinished Habitable Attic [LDC 3.3.3(C)],ePlan: Residential Expedited Review - New construction of a Detached Garage containing unfinished Habitable Attic [LDC 3.3.3(C)],1806 PRINCETON AVE,Austin,N/A,N/A,N/A,5128989665,0,N/A,7
2025-125105 BP,2025-10-30,N/A,Interior Non-Structural Demo,Interior Non-Structural Demo,1100 S LAMAR BLVD BLDG 2 UNIT 2140,Austin,N/A,N/A,N/A,2106515744,0,N/A,9
2025-137059 BP,2025-10-30,N/A,Express- Foundation repair on a slab foundation. Install 18 total press piling piers along the perimeter. There will be 1 breakthrough and patched location. We will improve level to the extent.,Express- Foundation repair on a slab foundation. Install 18 total press piling piers along the perimeter. There will be 1 breakthrough and patched location. We will improve level to the extent.,11815 EUBANK DR,Austin,N/A,N/A,N/A,5124746100,0,N/A,7
2025-102105 PP,2025-10-30,N/A,Pool - New In-ground 144 SF Concrete Pool and Spa along with associated equipment and pad.,Pool - New In-ground 144 SF Concrete Pool and Spa along with associated equipment and pad.,813 CHRISTOPHER ST,Austin,N/A,N/A,N/A,5124178702,0,N/A,9
2025-114995 EP,2025-10-30,N/A,1-story addition/interior remodel to existing single family residence extending dining room adding 1 bath  and uncovered deck,1-story addition/interior remodel to existing single family residence extending dining room adding 1 bath  and uncovered deck,20 MARGRANITA CRES,Austin,N/A,N/A,N/A,5125288128,2167.0,N/A,10
2025-137036 BP,2025-10-30,N/A,Express - Foundation repair on a slab foundation. Install 21 total press piling piers including 17 permiter piers and 4 interior locations. There will be 7 breakthrough and patched locations. We will improve level to the extent.,Express - Foundation repair on a slab foundation. Install 21 total press piling piers including 17 permiter piers and 4 interior locations. There will be 7 breakthrough and patched locations. We will improve level to the extent.,5721 MARILYN DR,Austin,N/A,N/A,N/A,5124746100,0,N/A,7
2025-132263 EP,2025-10-30,N/A,Installing a power supply cabinet for Spectrum utility.,Installing a power supply cabinet for Spectrum utility.,708 1/2 W SLAUGHTER LN,Austin,N/A,N/A,N/A,5128397728,0,N/A,2
2025-139177 EP,2025-10-30,N/A,Interior remodel of existing office space with access control requested.,Interior remodel of existing office space with access control requested.,301 CONGRESS AVE UNIT 700,Austin,N/A,N/A,N/A,8328347301,0,N/A,9
2025-054302 PP,2025-10-30,N/A,ePlan: Residential Expedited Review - New construction of a TWO-UNIT RES. UNIT 2 2-Story with basement [5bed 5.5bath] with attached Garage/Carport,ePlan: Residential Expedited Review - New construction of a TWO-UNIT RES. UNIT 2 2-Story with basement [5bed 5.5bath] with attached Garage/Carport,4616 CRESTWAY DR BLDG 2,Austin,N/A,N/A,N/A,5128252892,0,N/A,10
2025-138613 PP,2025-10-30,N/A,Repair to broken sewerline in yard and across drive way . Approximately 35ft via trenching,Repair to broken sewerline in yard and across drive way . Approximately 35ft via trenching,3429 MONTE VISTA DR,Austin,N/A,N/A,N/A,512,0,N/A,10
2025-133623 EP,2025-10-30,N/A,Upgrade existing overhead service and meter,Upgrade existing overhead service and meter,1903 BRACKENRIDGE ST,Austin,N/A,N/A,N/A,5124845440,0,N/A,9
2025-086424 PP,2025-10-30,N/A,BLDG #2 Retroactively permit garage conversion to dwelling unit 1 bath with kitchen.,BLDG #2 Retroactively permit garage conversion to dwelling unit 1 bath with kitchen.,1158 BROOKSWOOD AVE BLDG 2,Austin,N/A,N/A,N/A,5129158616,0.0,N/A,3
2025-120283 BP,2025-10-30,N/A,"ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 1 New construction of a 2-Story Single Family Res. [3bed 3bath] with Attached Garage","ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 1 New construction of a 2-Story Single Family Res. [3bed 3bath] with Attached Garage",1805 E 18TH ST BLDG 1,Austin,N/A,N/A,N/A,5127752099,0,N/A,1
2025-139259 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,6711 MODESTO ST,Austin,N/A,N/A,N/A,5122800011,0,N/A,7
2025-139119 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3 Ton Vertical Gas System,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3 Ton Vertical Gas System,5710 KAYVIEW DR,Austin,N/A,N/A,N/A,5129299393,0,N/A,8
2025-138786 EP,2025-10-30,N/A,Scope includes adding (2) 120V duplex receptacles on existing branch circuits and securing existing subpanel.,Scope includes adding (2) 120V duplex receptacles on existing branch circuits and securing existing subpanel.,2909 YANDALL DR,Austin,N/A,N/A,N/A,5129021825,0,N/A,8
2025-137514 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work Replacement of complete existing central heat and air system without duct work. Replacing a 2.0 ton indoor and outdoor with a new 2.0 ton indoor and outdoor unit in apartment 1506.,Replacement of complete existing central heat and air system with or without duct work Replacement of complete existing central heat and air system without duct work. Replacing a 2.0 ton indoor and outdoor with a new 2.0 ton indoor and outdoor unit in apartment 1506.,2239 CROMWELL CIR UNIT 1506,Austin,N/A,N/A,N/A,5122126695,0,N/A,3
2025-091047 BP,2025-10-30,N/A,Replace Chiller-Like for Like at Central Planet. Mechanical and Electrical work only. NO TDLR required for mechanical equipment.,Replace Chiller-Like for Like at Central Planet. Mechanical and Electrical work only. NO TDLR required for mechanical equipment.,5505 W PARMER LN BLDG CP1,Austin,N/A,N/A,N/A,5124624777,0,N/A,6
2025-139253 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,9107 SHEPARD DR,Austin,N/A,N/A,N/A,5122800011,0,N/A,4
